Group,Affiliation,Year,Vaccine,Target,Vaccinated,Coverage,Unvaccinated
WHO Regions,emr,2000,dtp3,13454486,9909463,74,3545023
WHO Regions,emr,2000,hib3,13454486,115188,1,13339298
WHO Regions,emr,2000,mcv1,13454486,9729327,72,3725159
WHO Regions,emr,2000,hepb3,13454486,5405774,40,8048712
WHO Regions,emr,2000,mcv2,13126586,3797711,29,9328875
WHO Regions,emr,2001,hepbb,14430928,2461538,17,11969390
WHO Regions,emr,2001,bcg,14149792,11473549,81,2676243
WHO Regions,emr,2001,dtp3,13575802,10226800,75,3349002
WHO Regions,emr,2001,pol3,13575802,10353974,76,3221828
WHO Regions,emr,2001,mcv1,13575802,9891490,73,3684312
WHO Regions,emr,2001,dtp1,13575802,11400021,84,2175781
WHO Regions,emr,2001,hib3,13575802,636612,5,12939190
WHO Regions,emr,2001,rcv1,13575802,3638788,27,9937014
WHO Regions,emr,2001,hepb3,13575802,5697407,42,7878395
WHO Regions,emr,2001,mcv2,13230970,4788533,36,8442437
WHO Regions,emr,2002,bcg,14454828,11822985,82,2631843
WHO Regions,emr,2002,hepbb,14574848,2557992,18,12016856
WHO Regions,emr,2002,dtp3,13731197,10348375,75,3382822
WHO Regions,emr,2002,hib3,13731197,1274624,9,12456573
WHO Regions,emr,2002,mcv1,13731197,10100417,74,3630780
WHO Regions,emr,2002,dtp1,13731197,11502672,84,2228525
WHO Regions,emr,2002,pol3,13731197,10465524,76,3265673
WHO Regions,emr,2002,hepb3,13731197,5898942,43,7832255
WHO Regions,emr,2002,rcv1,13731197,3638601,26,10092596
WHO Regions,emr,2002,mcv2,13335257,4740465,36,8594792
WHO Regions,emr,2003,bcg,14636397,12046866,82,2589531
WHO Regions,emr,2003,hepbb,14756022,2557598,17,12198424
WHO Regions,emr,2003,hib3,13921811,1487273,11,12434538
WHO Regions,emr,2003,hepb3,13921811,8592801,62,5329010
WHO Regions,emr,2003,mcv1,13921811,10227072,73,3694739
WHO Regions,emr,2003,pol3,13921811,10640751,76,3281060
WHO Regions,emr,2003,dtp3,13921811,10565291,76,3356520
WHO Regions,emr,2003,rcv1,13921811,3680110,26,10241701
WHO Regions,emr,2003,dtp1,13921811,11806624,85,2115187
WHO Regions,emr,2003,mcv2,13195809,4638294,35,8557515
WHO Regions,emr,2004,bcg,14854016,12094749,81,2759267
WHO Regions,emr,2004,hepbb,14973727,3437229,23,11536498
WHO Regions,emr,2004,hib3,14147158,1507706,11,12639452
WHO Regions,emr,2004,pol3,14147158,10802541,76,3344617
WHO Regions,emr,2004,mcv1,14147158,10781836,76,3365322
WHO Regions,emr,2004,rcv1,14147158,5432780,38,8714378
WHO Regions,emr,2004,hepb3,14147158,8820307,62,5326851
WHO Regions,emr,2004,dtp3,14147158,10843951,77,3303207
WHO Regions,emr,2004,dtp1,14147158,11993006,85,2154152
WHO Regions,emr,2004,mcv2,13375648,5259278,39,8116370
WHO Regions,emr,2005,bcg,15109149,12564113,83,2545036
WHO Regions,emr,2005,hepbb,15229765,3474032,23,11755733
WHO Regions,emr,2005,mcv1,14409144,11252673,78,3156471
WHO Regions,emr,2005,dtp1,14409144,12546218,87,1862926
WHO Regions,emr,2005,rcv1,14409144,5667818,39,8741326
WHO Regions,emr,2005,pol3,14409144,11760358,82,2648786
WHO Regions,emr,2005,hepb3,14409144,9818354,68,4590790
WHO Regions,emr,2005,hib3,14409144,1805439,13,12603705
WHO Regions,emr,2005,dtp3,14409144,11656315,81,2752829
WHO Regions,emr,2005,mcv2,13480420,5589969,41,7890451
WHO Regions,emr,2006,hepbb,15525095,3530339,23,11994756
WHO Regions,emr,2006,bcg,15454178,13116206,85,2337972
WHO Regions,emr,2006,rcv1,14708813,5757160,39,8951653
WHO Regions,emr,2006,hib3,14708813,1923903,13,12784910
WHO Regions,emr,2006,pol3,14708813,11883384,81,2825429
WHO Regions,emr,2006,mcv1,14708813,11418275,78,3290538
WHO Regions,emr,2006,dtp3,14708813,11874514,81,2834299
WHO Regions,emr,2006,rotac,14708813,0,0,14708813
WHO Regions,emr,2006,hepb3,14708813,10890941,74,3817872
WHO Regions,emr,2006,dtp1,14708813,13069689,89,1639124
WHO Regions,emr,2006,mcv2,13651542,5815413,43,7836129
WHO Regions,emr,2007,hepbb,15850733,3791681,24,12059052
WHO Regions,emr,2007,bcg,15778582,13437741,85,2340841
WHO Regions,emr,2007,hib3,15037578,2752436,18,12285142
WHO Regions,emr,2007,rotac,15037578,0,0,15037578
WHO Regions,emr,2007,hepb3,15037578,11901986,79,3135592
WHO Regions,emr,2007,dtp3,15037578,12208096,81,2829482
WHO Regions,emr,2007,mcv1,15037578,11625840,77,3411738
WHO Regions,emr,2007,pol3,15037578,12372963,82,2664615
WHO Regions,emr,2007,dtp1,15037578,13467431,90,1570147
WHO Regions,emr,2007,rcv1,15037578,6005501,40,9032077
WHO Regions,emr,2007,mcv2,13829332,5918040,43,7911292
WHO Regions,emr,2008,bcg,16118424,13784719,86,2333705
WHO Regions,emr,2008,hepbb,16193031,3899643,24,12293388
WHO Regions,emr,2008,rcv1,15382380,5608482,36,9773898
WHO Regions,emr,2008,hepb3,15382380,11866362,77,3516018
WHO Regions,emr,2008,dtp1,15382380,13579644,88,1802736
WHO Regions,emr,2008,pcv3,15382380,57336,0,15325044
WHO Regions,emr,2008,hib3,15382380,4066025,26,11316355
WHO Regions,emr,2008,rotac,15382380,9112,0,15373268
WHO Regions,emr,2008,mcv1,15382380,11964438,78,3417942
WHO Regions,emr,2008,pol3,15382380,12452020,81,2930360
WHO Regions,emr,2008,dtp3,15382380,12016048,78,3366332
WHO Regions,emr,2008,mcv2,14292532,5842305,41,8450227
WHO Regions,emr,2009,hepbb,16537455,3637893,22,12899562
WHO Regions,emr,2009,bcg,16459233,13873737,84,2585496
WHO Regions,emr,2009,rcv1,15729359,5970843,38,9758516
WHO Regions,emr,2009,dtp1,15729359,14092315,90,1637044
WHO Regions,emr,2009,hepb3,15729359,12743312,81,2986047
WHO Regions,emr,2009,rotac,15729359,28238,0,15701121
WHO Regions,emr,2009,mcv1,15729359,12001202,76,3728157
WHO Regions,emr,2009,pol3,15729359,12731825,81,2997534
WHO Regions,emr,2009,hib3,15729359,8268193,53,7461166
WHO Regions,emr,2009,pcv3,15729359,738771,5,14990588
WHO Regions,emr,2009,dtp3,15729359,12770949,81,2958410
WHO Regions,emr,2009,mcv2,14616245,7477752,51,7138493
WHO Regions,emr,2010,bcg,16781375,14903578,89,1877797
WHO Regions,emr,2010,hepbb,16864191,3473866,21,13390325
WHO Regions,emr,2010,pol3,16059619,13757240,86,2302379
WHO Regions,emr,2010,pcv3,16059619,841619,5,15218000
WHO Regions,emr,2010,hib3,16059619,8775941,55,7283678
WHO Regions,emr,2010,rotac,16059619,35960,0,16023659
WHO Regions,emr,2010,hepb3,16059619,13257573,83,2802046
WHO Regions,emr,2010,dtp1,16059619,14490782,90,1568837
WHO Regions,emr,2010,mcv1,16059619,12983205,81,3076414
WHO Regions,emr,2010,rcv1,16059619,6052580,38,10007039
WHO Regions,emr,2010,dtp3,16059619,13717674,85,2341945
WHO Regions,emr,2010,mcv2,14962263,8634043,58,6328220
WHO Regions,emr,2011,bcg,16670876,14474149,87,2196727
WHO Regions,emr,2011,hepbb,16758965,3403135,20,13355830
WHO Regions,emr,2011,dtp3,15991769,13232033,83,2759736
WHO Regions,emr,2011,pcv3,15991769,1329004,8,14662765
WHO Regions,emr,2011,dtp1,15991769,14228184,89,1763585
WHO Regions,emr,2011,pol3,15991769,13261711,83,2730058
WHO Regions,emr,2011,hib3,15991769,8466865,53,7524904
WHO Regions,emr,2011,rcv1,15991769,6187491,39,9804278
WHO Regions,emr,2011,rotac,15991769,900633,6,15091136
WHO Regions,emr,2011,mcv1,15991769,12599139,79,3392630
WHO Regions,emr,2011,hepb3,15991769,12963970,81,3027799
WHO Regions,emr,2011,mcv2,15050627,8966971,60,6083656
WHO Regions,emr,2012,bcg,16895835,14764211,87,2131624
WHO Regions,emr,2012,hepbb,16989406,3445118,20,13544288
WHO Regions,emr,2012,pol3,16229713,13035699,80,3194014
WHO Regions,emr,2012,dtp3,16229713,12982811,80,3246902
WHO Regions,emr,2012,dtp1,16229713,13981756,86,2247957
WHO Regions,emr,2012,pcv3,16229713,1926003,12,14303710
WHO Regions,emr,2012,mcv1,16229713,12324349,76,3905364
WHO Regions,emr,2012,rcv1,16229713,6214267,38,10015446
WHO Regions,emr,2012,rotac,16229713,2062070,13,14167643
WHO Regions,emr,2012,hepb3,16229713,12654072,78,3575641
WHO Regions,emr,2012,hib3,16229713,8797923,54,7431790
WHO Regions,emr,2012,mcv2,15443125,9166721,59,6276404
WHO Regions,emr,2013,bcg,17065286,15027240,88,2038046
WHO Regions,emr,2013,hepbb,17164097,3620068,21,13544029
WHO Regions,emr,2013,hepb3,16414272,13355127,81,3059145
WHO Regions,emr,2013,pol3,16414272,13243537,81,3170735
WHO Regions,emr,2013,dtp3,16414272,13226122,81,3188150
WHO Regions,emr,2013,pcv3,16414272,5831586,36,10582686
WHO Regions,emr,2013,dtp1,16414272,14112157,86,2302115
WHO Regions,emr,2013,hib3,16414272,9492430,58,6921842
WHO Regions,emr,2013,rcv1,16414272,6227264,38,10187008
WHO Regions,emr,2013,mcv1,16414272,12488377,76,3925895
WHO Regions,emr,2013,rotac,16414272,3180994,19,13233278
WHO Regions,emr,2013,mcv2,15680165,9813589,63,5866576
WHO Regions,emr,2014,hepbb,17279980,3609290,21,13670690
WHO Regions,emr,2014,bcg,17176475,15079214,88,2097261
WHO Regions,emr,2014,hib3,16542391,11873537,72,4668854
WHO Regions,emr,2014,dtp1,16542391,14179527,86,2362864
WHO Regions,emr,2014,rcv1,16542391,6908369,42,9634022
WHO Regions,emr,2014,dtp3,16542391,13217355,80,3325036
WHO Regions,emr,2014,pcv3,16542391,7543202,46,8999189
WHO Regions,emr,2014,pol3,16542391,13223880,80,3318511
WHO Regions,emr,2014,rotac,16542391,3251590,20,13290801
WHO Regions,emr,2014,hepb3,16542391,13212493,80,3329898
WHO Regions,emr,2014,mcv1,16542391,12457075,75,4085316
WHO Regions,emr,2014,mcv2,15994191,10418889,65,5575302
WHO Regions,emr,2015,bcg,17231689,14625213,85,2606476
WHO Regions,emr,2015,hepbb,17339084,3739400,22,13599684
WHO Regions,emr,2015,hepb3,16615822,13129082,79,3486740
WHO Regions,emr,2015,hib3,16615822,13152588,79,3463234
WHO Regions,emr,2015,rcv1,16615822,7456433,45,9159389
WHO Regions,emr,2015,dtp1,16615822,14073412,85,2542410
WHO Regions,emr,2015,dtp3,16615822,13152588,79,3463234
WHO Regions,emr,2015,rotac,16615822,3540462,21,13075360
WHO Regions,emr,2015,pol3,16615822,13162552,79,3453270
WHO Regions,emr,2015,pcv3,16615822,7859089,47,8756733
WHO Regions,emr,2015,mcv1,16615822,12503125,75,4112697
WHO Regions,emr,2015,mcv2,16238241,10920528,67,5317713
WHO Regions,emr,2016,bcg,17239304,15074849,87,2164455
WHO Regions,emr,2016,hepbb,17349642,3832850,22,13516792
WHO Regions,emr,2016,pol3,16642238,13299828,80,3342410
WHO Regions,emr,2016,rotac,16642238,3790728,23,12851510
WHO Regions,emr,2016,rcv1,16642238,7585955,46,9056283
WHO Regions,emr,2016,dtp3,16642238,13302629,80,3339609
WHO Regions,emr,2016,dtp1,16642238,14125993,85,2516245
WHO Regions,emr,2016,pcv3,16642238,7965749,48,8676489
WHO Regions,emr,2016,hepb3,16642238,13310922,80,3331316
WHO Regions,emr,2016,hib3,16642238,13302629,80,3339609
WHO Regions,emr,2016,mcv1,16642238,12737655,77,3904583
WHO Regions,emr,2016,mcv2,16508731,11380156,69,5128575
WHO Regions,afr,1980,bcg,17594132,1627140,9,15966992
WHO Regions,afr,1980,mcv1,15528226,929471,6,14598755
WHO Regions,afr,1980,pol3,15528226,879371,6,14648855
WHO Regions,afr,1980,dtp1,15528226,1166069,8,14362157
WHO Regions,afr,1980,rcv1,15528226,0,0,15528226
WHO Regions,afr,1980,dtp3,15528226,785571,5,14742655
WHO Regions,afr,1981,bcg,18016352,4288741,24,13727611
WHO Regions,afr,1981,dtp3,15928208,1734035,11,14194173
WHO Regions,afr,1981,mcv1,15928208,1914037,12,14014171
WHO Regions,afr,1981,pol3,15928208,1758735,11,14169473
WHO Regions,afr,1981,rcv1,15928208,519,0,15927689
WHO Regions,afr,1981,dtp1,15928208,3232606,20,12695602
WHO Regions,afr,1982,bcg,18438264,4535572,25,13902692
WHO Regions,afr,1982,dtp1,16326807,3602798,22,12724009
WHO Regions,afr,1982,dtp3,16326807,1899071,12,14427736
WHO Regions,afr,1982,rcv1,16326807,1142,0,16325665
WHO Regions,afr,1982,pol3,16326807,2093946,13,14232861
WHO Regions,afr,1982,mcv1,16326807,2271805,14,14055002
WHO Regions,afr,1983,bcg,18859389,6048395,32,12810994
WHO Regions,afr,1983,dtp3,16723409,3062542,18,13660867
WHO Regions,afr,1983,pol3,16723409,3212303,19,13511106
WHO Regions,afr,1983,mcv1,16723409,3491985,21,13231424
WHO Regions,afr,1983,rcv1,16723409,1737,0,16721672
WHO Regions,afr,1983,dtp1,16723409,5207967,31,11515442
WHO Regions,afr,1984,bcg,19279306,6815818,35,12463488
WHO Regions,afr,1984,dtp3,17117326,4144175,24,12973151
WHO Regions,afr,1984,mcv1,17117326,4406066,26,12711260
WHO Regions,afr,1984,rcv1,17117326,1352,0,17115974
WHO Regions,afr,1984,dtp1,17117326,7274455,42,9842871
WHO Regions,afr,1984,pol3,17117326,4100698,24,13016628
WHO Regions,afr,1985,bcg,19696837,8998048,46,10698789
WHO Regions,afr,1985,dtp1,17506342,9194820,53,8311522
WHO Regions,afr,1985,dtp3,17506342,5584876,32,11921466
WHO Regions,afr,1985,rcv1,17506342,1566,0,17504776
WHO Regions,afr,1985,hepb3,17506342,0,0,17506342
WHO Regions,afr,1985,mcv1,17506342,6134282,35,11372060
WHO Regions,afr,1985,pol3,17506342,5538695,32,11967647
WHO Regions,afr,1986,bcg,20110892,10397310,52,9713582
WHO Regions,afr,1986,dtp1,17888122,10337943,58,7550179
WHO Regions,afr,1986,mcv1,17888122,7479729,42,10408393
WHO Regions,afr,1986,pol3,17888122,6599870,37,11288252
WHO Regions,afr,1986,dtp3,17888122,6580288,37,11307834
WHO Regions,afr,1986,hepb3,17888122,0,0,17888122
WHO Regions,afr,1986,rcv1,17888122,1635,0,17886487
WHO Regions,afr,1987,bcg,20522543,12058205,59,8464338
WHO Regions,afr,1987,rcv1,18263604,1617,0,18261987
WHO Regions,afr,1987,pol3,18263604,7795156,43,10468448
WHO Regions,afr,1987,hepb3,18263604,0,0,18263604
WHO Regions,afr,1987,mcv1,18263604,8375500,46,9888104
WHO Regions,afr,1987,dtp3,18263604,7818120,43,10445484
WHO Regions,afr,1987,dtp1,18263604,11570444,63,6693160
WHO Regions,afr,1988,bcg,20933977,12748587,61,8185390
WHO Regions,afr,1988,hepb3,18635639,0,0,18635639
WHO Regions,afr,1988,mcv1,18635639,9326756,50,9308883
WHO Regions,afr,1988,dtp3,18635639,8578321,46,10057318
WHO Regions,afr,1988,pol3,18635639,8507044,46,10128595
WHO Regions,afr,1988,dtp1,18635639,12400501,67,6235138
WHO Regions,afr,1988,rcv1,18635639,1499,0,18634140
WHO Regions,afr,1989,bcg,21347766,14403868,67,6943898
WHO Regions,afr,1989,dtp3,19008069,9714699,51,9293370
WHO Regions,afr,1989,pol3,19008069,9667515,51,9340554
WHO Regions,afr,1989,mcv1,19008069,10633470,56,8374599
WHO Regions,afr,1989,rcv1,19008069,1484,0,19006585
WHO Regions,afr,1989,dtp1,19008069,13631353,72,5376716
WHO Regions,afr,1989,hepb3,19008069,0,0,19008069
WHO Regions,afr,1990,bcg,21767703,16249522,75,5518181
WHO Regions,afr,1990,pol3,19386583,11178802,58,8207781
WHO Regions,afr,1990,hib3,19386583,0,0,19386583
WHO Regions,afr,1990,rcv1,19386583,1419,0,19385164
WHO Regions,afr,1990,dtp3,19386583,11106845,57,8279738
WHO Regions,afr,1990,hepb3,19386583,0,0,19386583
WHO Regions,afr,1990,mcv1,19386583,11183209,58,8203374
WHO Regions,afr,1990,dtp1,19386583,14896479,77,4490104
WHO Regions,afr,1991,bcg,22252730,14222978,64,8029752
WHO Regions,afr,1991,dtp3,19828908,9816578,50,10012330
WHO Regions,afr,1991,mcv1,19828908,10771384,54,9057524
WHO Regions,afr,1991,pol3,19828908,10079468,51,9749440
WHO Regions,afr,1991,rcv1,19828908,1451,0,19827457
WHO Regions,afr,1991,dtp1,19828908,13727743,69,6101165
WHO Regions,afr,1991,hepb3,19828908,31964,0,19796944
WHO Regions,afr,1991,hib3,19828908,0,0,19828908
WHO Regions,afr,1992,bcg,22697107,14568187,64,8128920
WHO Regions,afr,1992,dtp3,20238343,10167064,50,10071279
WHO Regions,afr,1992,hepb3,20238343,0,0,20238343
WHO Regions,afr,1992,rcv1,20238343,1479,0,20236864
WHO Regions,afr,1992,hib3,20238343,0,0,20238343
WHO Regions,afr,1992,dtp1,20238343,14142328,70,6096015
WHO Regions,afr,1992,mcv1,20238343,10380685,51,9857658
WHO Regions,afr,1992,pol3,20238343,10132492,50,10105851
WHO Regions,afr,1993,bcg,23277134,15338570,66,7938564
WHO Regions,afr,1993,rcv1,20778498,1455,0,20777043
WHO Regions,afr,1993,hepb3,20778498,24346,0,20754152
WHO Regions,afr,1993,dtp1,20778498,14608767,70,6169731
WHO Regions,afr,1993,hib3,20778498,0,0,20778498
WHO Regions,afr,1993,pol3,20778498,10306694,50,10471804
WHO Regions,afr,1993,mcv1,20778498,10853630,52,9924868
WHO Regions,afr,1993,dtp3,20778498,10420654,50,10357844
WHO Regions,afr,1994,bcg,23750592,16500753,69,7249839
WHO Regions,afr,1994,rcv1,21231389,1431,0,21229958
WHO Regions,afr,1994,hib3,21231389,0,0,21231389
WHO Regions,afr,1994,hepb3,21231389,25476,0,21205913
WHO Regions,afr,1994,dtp1,21231389,15908781,75,5322608
WHO Regions,afr,1994,mcv1,21231389,11856006,56,9375383
WHO Regions,afr,1994,pol3,21231389,11755109,55,9476280
WHO Regions,afr,1994,dtp3,21231389,11692980,55,9538409
WHO Regions,afr,1995,bcg,24239951,16367267,68,7872684
WHO Regions,afr,1995,hepb3,21708358,77506,0,21630852
WHO Regions,afr,1995,hib3,21708358,0,0,21708358
WHO Regions,afr,1995,dtp3,21708358,11739595,54,9968763
WHO Regions,afr,1995,rcv1,21708358,1485,0,21706873
WHO Regions,afr,1995,dtp1,21708358,15909395,73,5798963
WHO Regions,afr,1995,pol3,21708358,11788464,54,9919894
WHO Regions,afr,1995,mcv1,21708358,12050833,56,9657525
WHO Regions,afr,1996,bcg,24743321,16158561,65,8584760
WHO Regions,afr,1996,mcv1,22207472,12188378,55,10019094
WHO Regions,afr,1996,hib3,22207472,0,0,22207472
WHO Regions,afr,1996,rcv1,22207472,14252,0,22193220
WHO Regions,afr,1996,pol3,22207472,11799338,53,10408134
WHO Regions,afr,1996,dtp1,22207472,15791399,71,6416073
WHO Regions,afr,1996,hepb3,22207472,128107,1,22079365
WHO Regions,afr,1996,dtp3,22207472,11428025,51,10779447
WHO Regions,afr,1997,bcg,25257761,15888407,63,9369354
WHO Regions,afr,1997,hepb3,22724475,942455,4,21782020
WHO Regions,afr,1997,rcv1,22724475,19428,0,22705047
WHO Regions,afr,1997,hib3,22724475,0,0,22724475
WHO Regions,afr,1997,dtp1,22724475,17056415,75,5668060
WHO Regions,afr,1997,pol3,22724475,12191373,54,10533102
WHO Regions,afr,1997,mcv1,22724475,12423528,55,10300947
WHO Regions,afr,1997,dtp3,22724475,11385824,50,11338651
WHO Regions,afr,1998,bcg,25781277,17089921,66,8691356
WHO Regions,afr,1998,dtp1,23256089,15919795,68,7336294
WHO Regions,afr,1998,hepb3,23256089,982723,4,22273366
WHO Regions,afr,1998,dtp3,23256089,11790760,51,11465329
WHO Regions,afr,1998,rcv1,23256089,18670,0,23237419
WHO Regions,afr,1998,mcv1,23256089,12320301,53,10935788
WHO Regions,afr,1998,pol3,23256089,12054512,52,11201577
WHO Regions,afr,1998,hib3,23256089,48233,0,23207856
WHO Regions,afr,1999,bcg,26313741,17578653,67,8735088
WHO Regions,afr,1999,dtp1,23801570,15489177,65,8312393
WHO Regions,afr,1999,dtp3,23801570,11741708,49,12059862
WHO Regions,afr,1999,hepb3,23801570,1006856,4,22794714
WHO Regions,afr,1999,pol3,23801570,12415767,52,11385803
WHO Regions,afr,1999,mcv1,23801570,12118377,51,11683193
WHO Regions,afr,1999,rcv1,23801570,17527,0,23784043
WHO Regions,afr,1999,hib3,23801570,48024,0,23753546
WHO Regions,afr,2000,hepbb,26857190,0,0,26857190
WHO Regions,afr,2000,bcg,26857190,18526299,69,8330891
WHO Regions,afr,2000,dtp1,24362509,16116089,66,8246420
WHO Regions,afr,2000,hepb3,24362509,1195439,5,23167070
WHO Regions,afr,2000,dtp3,24362509,12659775,52,11702734
WHO Regions,afr,2000,pol3,24362509,13286558,55,11075951
WHO Regions,afr,2000,hib3,24362509,811011,3,23551498
WHO Regions,afr,2000,rcv1,24362509,18085,0,24344424
WHO Regions,afr,2000,mcv1,24362509,12982402,53,11380107
WHO Regions,afr,2000,mcv2,22320392,1200663,5,21119729
